Name	IUPAC	SMILES
G_259	NA	C[C@]12C[C@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O
G_227	NA	Oc1c(O)c2ccccc2c(O)c1C(=C1C(=O)C(=O)c2ccccc2C1=O)c1ccc(cc1)C(C1C(=O)C(=O)c2ccccc2C1=O)C1C(=O)C(=O)c2ccccc2C1=O
G_248	NA	Oc1cccc2oc(=O)c(Cc3ccccc3)c(O)c12
G_233	NA	CC(=O)NC(Cc1ccsc1)(C(O)=O)C(O)=O
G_247	NA	Oc1c(C(c2ccc3OCOc3c2)c2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12
G_243	NA	Oc1c(C(c2ccc(cc2)C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12
G_217	NA	CC1CCC2(O)C(O)C(CCC2(C)C1C)OC(C)=O
G_230	NA	Oc1c(O)c2ccccc2c(O)c1C(=C1C(=O)C(=O)c2ccccc2C1=O)c1ccc(Cl)cc1Cl
G_351	NA	OCCN(C(C(O)c1ccccc1)c1ccccc1)C(=O)Oc1ccccc1
G_224	NA	OC1(C2N=CC=CC2C2=C(C(=O)c3ccccc3C2=O)C1(O)S(O)(=O)=O)S(O)(=O)=O
G_239	NA	CC(C)CC(NC(=O)OCc1ccccc1)(C(O)=O)C(O)=O
G_234	NA	CCCC(=O)C1C(=O)C(Cc2c(O)c(C)c(O)c(C(=O)CCC)c2O)C(=O)C(C)(C)C1=O
G_94	NA	CC1(C)CC[C@@]2(CC[C@@]3(C)C(=CC[C@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)([C@H]5CC[C@@]34C)C(O)=O)[C@@H]2C1)C(O)=O
G_256	NA	Oc1c(-c2ccccc2)c(=O)oc2c(cccc12)-c1ccccc1
G_258	NA	Oc1c(-c2ccccc2)c(=O)oc2ccccc12
G_350	NA	CC(C)c1cccc(C(C)C)c1NC(=O)C(=O)CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
G_161	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
G_169	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCSC1
G_135	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCSC1
G_156	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1
G_154	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCCS(=O)(=O)C1
G_128	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCCS(=O)(=O)C1
G_216	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC1CS(=O)(=O)C1
G_111	NA	C[C@@H]1OCC[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_35	NA	C[C@H]1OCC[C@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_108	NA	C[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_107	NA	C[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_32	NA	C[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_172	NA	C[C@H]1CS(=O)(=O)C[C@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_152	NA	C[C@@H]1CS(=O)(=O)C[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_187	NA	C[C@@H]1C[C@@H](CS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_153	NA	C[C@H]1C[C@H](CS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_98	NA	CCC[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_25	NA	CCC[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_22	NA	CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_104	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)[C@H]1C1CCCC1
G_29	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)[C@@H]1C1CCCC1
G_103	NA	CCCC[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_28	NA	CCCC[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_101	NA	COC[C@@H]1SCC[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_100	NA	COC[C@H]1[C@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_141	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12
G_170	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CO[C@@H]2OCC[C@H]12
G_142	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCCC[C@@H]12
G_171	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CO[C@@H]2OCCC[C@H]12
G_137	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2CCC[C@@H]12
G_186	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CC[C@H]2OCC[C@@H]12
G_185	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@]12CCO[C@H]1OCC2
G_136	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2COC[C@@H]12
G_140	NA	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@]2(C)OCC[C@@H]12
G_138	NA	C[C@@H]1C[C@H]2[C@H](CO[C@H]2O1)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_139	NA	C[C@H]1C[C@H]2[C@H](CO[C@H]2O1)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
G_323	NA	COC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)OC)C(C)(C)S1
G_70	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(N)=O)[C@H](NC(=O)Cc1ccccc1)C(N)=O
G_50	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)NCC)C(C)(C)S1
G_41	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_381	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1ccccc1
G_49	NA	CN(C)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)N(C)C)C(C)(C)S1
G_76	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(F)(F)F)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(F)(F)F
G_75	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCCCC1)[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCCCC1
G_66	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC1CCCCC1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC1CCCCC1
G_67	NA	CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)N(C)Cc2ccccc2)C(C)(C)S1
G_62	NA	CN(C)c1ccc(CNC(=O)[C@@H](NC(=O)Cc2ccccc2)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)Cc3ccccc3)C(=O)NCc3ccc(cc3)N(C)C)C(C)(C)S2)cc1
G_382	NA	CC(C)(C)OC(=O)CNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)NCC(=O)OC(C)(C)C)C(C)(C)S1
G_231	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(O)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCC(O)=O
G_77	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccn1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccn1
G_65	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO
G_68	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)N(CCO)CCO)[C@H](NC(=O)Cc1ccccc1)C(=O)N(CCO)CCO
G_38	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@@H](CO)NC(=O)Cc1ccccc1)[C@@H](CO)NC(=O)Cc1ccccc1
G_4	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@@H](COC(=O)c1ccccc1)NC(=O)Cc1ccccc1)[C@@H](COC(=O)c1ccccc1)NC(=O)Cc1ccccc1
G_74	NA	CC1(C)S[C@H](CNC(=O)Cc2ccccc2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H](CNC(=O)Cc2ccccc2)SC1(C)C
G_73	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H](CNC(=O)Cc3ccccc3)SC2(C)C)C(C)(C)S1
G_197	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2NCSC2(C)C)C(C)(C)S1
G_335	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)NCC)C(C)(C)S1
G_69	NA	CCNC(=O)[C@@H](N)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](N)C(=O)NCC)C(C)(C)S1
G_53	NA	CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2)C(=O)NCC)C(C)(C)S1
G_52	NA	CCNC(=O)[C@@H](NC(=O)CCc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)CCc2ccccc2)C(=O)NCC)C(C)(C)S1
G_59	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccc2ccccc2c1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccc3ccccc3c2)C(=O)NCC)C(C)(C)S1
G_60	NA	CCNC(=O)[C@@H](NC(=O)Cc1ccccn1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccn2)C(=O)NCC)C(C)(C)S1
G_61	NA	CCNC(=O)[C@@H](NC(=O)Cc1cccs1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2cccs2)C(=O)NCC)C(C)(C)S1
G_54	NA	CCNC(=O)[C@@H](NS(=O)(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NS(=O)(=O)Cc2ccccc2)C(=O)NCC)C(C)(C)S1
G_51	NA	CCNC(=O)[C@@H](NC(=O)CC(C)C)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)CC(C)C)C(=O)NCC)C(C)(C)S1
G_380	NA	CCNC(=O)[C@@H](NC(=O)c1c(C)onc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2c(C)onc2-c2ccccc2)C(=O)NCC)C(C)(C)S1
G_57	NA	CCNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2-c2ccccc2)C(=O)NCC)C(C)(C)S1
G_64	NA	CCNC(=O)[C@@H](NC(=O)c1ccccc1Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Cc2ccccc2)C(=O)NCC)C(C)(C)S1
G_56	NA	CCNC(=O)[C@@H](NC(=O)c1ccccc1Oc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Oc2ccccc2)C(=O)NCC)C(C)(C)S1
G_55	NA	CCNC(=O)[C@@H](NC(=O)c1ccccc1Nc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2Nc2ccccc2)C(=O)NCC)C(C)(C)S1
G_58	NA	CCNC(=O)[C@@H](NC(=O)\C=C/c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)\C=C/c2ccccc2)C(=O)NCC)C(C)(C)S1
G_48	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccccc1
G_72	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1
G_71	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl)[C@H](NC(=O)Cc1ccccn1)C(=O)NCc1ccc(Cl)cc1Cl
G_47	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCc1ccccc1
G_63	NA	CN(C)c1ccc(CNC(=O)[C@@H](NC(=O)c2ccccc2-c2ccccc2)[C@@H]2N[C@@H](C(=O)NCCNC(=O)[C@@H]3N[C@H](SC3(C)C)[C@H](NC(=O)c3ccccc3-c3ccccc3)C(=O)NCc3ccc(cc3)N(C)C)C(C)(C)S2)cc1
G_383	NA	CC(C)(C)OC(=O)CNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2-c2ccccc2)C(=O)NCC(=O)OC(C)(C)C)C(C)(C)S1
G_232	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCC(O)=O)[C@H](NC(=O)c1ccccc1-c1ccccc1)C(=O)NCC(O)=O
G_43	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_42	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCC(O)CNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_40	NA	CC1(C)S[C@@H](N[C@H]1C(=O)NCCO)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_44	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_46	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](CO)CCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_45	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@@H](CO)CCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_39	NA	CCCCC(CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_173	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(N)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_143	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(N)=O)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_174	NA	CC(C)CNC(=O)C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_144	NA	CC(C)CNC(=O)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_175	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_151	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_150	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)Nc1nc2ccccc2[nH]1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_145	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CO)c1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_146	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@H](CO)c1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_147	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_148	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@H](CO)Cc1ccccc1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_149	NA	CC1(C)S[C@@H](N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCCc1ncc[nH]1)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
G_284	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
G_300	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccncc1)NC(=O)OC(C)(C)C
G_302	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc2ncccc2c1)NC(=O)OC(C)(C)C
G_1	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C
G_303	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1cccc(O)c1)NC(=O)OC(C)(C)C
G_304	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1O)NC(=O)OC(C)(C)C
G_305	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCn2ccnc2)cc1)NC(=O)OC(C)(C)C
G_306	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCc2ccccn2)cc1)NC(=O)OC(C)(C)C
G_214	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCOc2cccnc2)cc1)NC(=O)OC(C)(C)C
G_211	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCC(O)c2cccnc2)cc1)NC(=O)OC(C)(C)C
G_285	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCO)cc1)NC(=O)OC(C)(C)C
G_286	NA	COCCOc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1
G_287	NA	CC(O)COc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@H](O)CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1
G_212	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCC(C)(C)O)cc1)NC(=O)OC(C)(C)C
G_249	NA	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCC(O)=O)cc1)NC(=O)OC(C)(C)C
