Name	IUPAC	SMILES
G_45949	NA	O=S(=O)(NCCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1)c1ccc(cc1)-c1ccccc1
G_45525	NA	CCCCCc1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1ccc2oc3ccccc3c2c1
G_31721	NA	CCCCCc1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cnc2ccccc2c1
G_45860	NA	CCCCCc1ccc(cc1)S(=O)(=O)NCCc1c(-c2cc3ccccc3o2)n(C)c2ccccc12
G_45915	NA	Cc1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_45914	NA	Brc1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_45913	NA	O=S(=O)(NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1)c1ccc(cc1)-c1ccncc1
G_28517	NA	O=C(Nc1ccccc1)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_28513	NA	COc1ccc(NC(=O)c2ccc(cc2)S(=O)(=O)NCCc2c([nH]c3ccccc23)-c2cc3ccccc3o2)cc1
G_28515	NA	CCCCNC(=O)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_28516	NA	O=C(NC1CCCCC1)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_45912	NA	NNC(=O)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_28512	NA	CN(CCO)C(=O)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_28514	NA	CN(C)CCN(C)C(=O)c1ccc(cc1)S(=O)(=O)NCCc1c([nH]c2ccccc12)-c1cc2ccccc2o1
G_21448	NA	CCOC(=O)c1c([nH]c2ccc(O)cc12)N1CCN(CC1)c1ccccc1
G_21449	NA	CCOC(=O)c1c([nH]c2ccc(O)cc12)N1CCN(CC1)c1ccc(Cl)cc1
G_19967	NA	CCOC(=O)c1c(Nc2ccccc2)[nH]c2ccc(O)cc12
G_19968	NA	CCOC(=O)c1c(Nc2ccc(C)cc2)[nH]c2ccc(O)cc12
G_19969	NA	CCOC(=O)c1c(NC(C)c2ccccc2)[nH]c2ccc(O)cc12
G_20156	NA	CCOC(=O)c1c(NC(C)c2ccccc2)[nH]c2ccccc12
G_19966	NA	CC(Nc1[nH]c2ccc(O)cc2c1C#N)c1ccccc1
G_19970	NA	CCOC(=O)c1c([nH]c2ccc(O)cc12)N(CC=C)CC=C
G_19971	NA	CCOC(=O)c1c(Nc2cccc(Cl)c2)[nH]c2ccc(O)cc12
G_38169	NA	CC(=O)N(O)C\C=C\c1cccc(Oc2ccccc2)c1
G_6096	NA	Oc1ccc(C=C2SC(Nc3nccs3)=NC2=O)cc1
G_6095	NA	COc1cc(C=C2SC(Nc3nccs3)=NC2=O)ccc1O
G_6099	NA	COc1ccc(C=C2SC(Nc3nccs3)=NC2=O)cc1
G_6101	NA	[O-][N+](=O)c1ccc(C=C2SC(Nc3nccs3)=NC2=O)cc1
G_6092	NA	[O-][N+](=O)c1cccc(C=C2SC(Nc3nccs3)=NC2=O)c1
G_6094	NA	Clc1ccc(C=C2SC(Nc3nccs3)=NC2=O)cc1
G_6090	NA	Clc1cccc(C=C2SC(Nc3nccs3)=NC2=O)c1
G_6083	NA	Clc1ccccc1C=C1SC(Nc2nccs2)=NC1=O
G_8433	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccccc1
G_8435	NA	CCCc1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8437	NA	CC(C)c1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8438	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(cc1)C(F)(F)F
G_8439	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(cc1)C#N
G_8440	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(F)cc1
G_8441	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(F)c(F)c1
G_8442	NA	COc1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8443	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(O)cc1
G_8446	NA	COc1ccc(cc1OC)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_16154	NA	CC(=O)Oc1ccccc1C(O)=O
G_8449	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccoc1
G_8452	NA	COc1cc(ccc1O)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8453	NA	COc1ccc(cc1O)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8454	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccno1
G_8455	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1ccc(cc1)[N+]([O-])=O
G_8456	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1cccc(c1)[N+]([O-])=O
G_28120	NA	CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1
G_8457	NA	CSc1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8434	NA	Cc1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8436	NA	CCCCc1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8444	NA	COc1cccc(c1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8448	NA	COC(=O)c1ccc(cc1)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_8450	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1cccc2ccccc12
G_8451	NA	COc1ccc(C(=O)C#Cc2ccc(cc2)S(C)(=O)=O)c2ccccc12
G_8445	NA	CS(=O)(=O)c1ccc(cc1)C#CC(=O)c1cccc(O)c1
G_8447	NA	COc1cc(cc(OC)c1OC)C(=O)C#Cc1ccc(cc1)S(C)(=O)=O
G_29482	NA	C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
G_534	NA	COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccccc1)N2C
G_17358	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccccc1
G_17355	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccc(F)cc1
G_32679	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccc(Cl)cc1
G_32657	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccc(Br)cc1
G_32580	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1cccc(Br)c1
G_17357	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccc(cc1)[N+]([O-])=O
G_17354	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1cccc(c1)[N+]([O-])=O
G_17356	NA	COc1ccc(cc1)-c1cnc(s1)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccc(Cl)cc1)N2C
G_17352	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(Cl)cc1)c1ncc(s1)-c1ccc(Cl)c(Cl)c1
G_17353	NA	COc1ccc(cc1OC)-c1cnc(s1)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccc(Cl)cc1)N2C
G_32719	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1ccc(F)cc1
G_32680	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1ccc(Cl)cc1
G_32581	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1cccc(Br)c1
G_17360	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1ccc(cc1)[N+]([O-])=O
G_17359	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1cccc(c1)[N+]([O-])=O
G_32742	NA	COc1ccc(cc1)-c1cnc(s1)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccc(C)cc1)N2C
G_32546	NA	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c1ccc(C)cc1)c1ncc(s1)-c1ccc(Cl)c(Cl)c1
G_32558	NA	COc1ccc(cc1OC)-c1cnc(s1)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c1ccc(C)cc1)N2C
G_7962	NA	Cc1ccc(cc1)-n1cc(CNCC2CCCCC2)c2ccccc12
G_7963	NA	C(NCc1cn(-c2ccccc2)c2ccccc12)C1CCCCC1
G_29343	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCl)c1ccccc1)\c1ccc(O)cc1
G_29345	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCCl)c1ccccc1)\c1ccc(O)cc1
G_5788	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCC#N)c1ccccc1)\c1ccc(O)cc1
G_6516	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCC#N)c1ccccc1)\c1ccc(O)cc1
G_29342	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCN=[N+]=[N-])c1ccccc1)\c1ccc(O)cc1
G_29344	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCN=[N+]=[N-])c1ccccc1)\c1ccc(O)cc1
G_29339	NA	CSCCC\C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
G_29338	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCO)c1ccccc1)\c1ccc(O)cc1
G_29340	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCO)c1ccccc1)\c1ccc(O)cc1
G_29341	NA	CN(C)CCOc1ccc(cc1)C(=C(\CCCCO)c1ccccc1)\c1ccc(O)cc1
G_21630	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@H](C)CO)c2c1
G_21633	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@@H](C)CO)c2c1
G_21629	NA	CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
G_21632	NA	CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
G_21628	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@@H](CO)CCSC)c2c1
G_21631	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@H](CO)CCSC)c2c1
G_21626	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@@H](CO)c3ccccc3)c2c1
G_21627	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@H](CO)c3ccccc3)c2c1
G_18285	NA	Cc1[nH]n(-c2ccc(cc2C)S(O)(=O)=O)c(=O)c1N=Nc1cc(ccc1C(O)=O)S(O)(=O)=O
G_32061	NA	Cc1[nH]n(-c2ccc(Cl)cc2S(O)(=O)=O)c(=O)c1N=Nc1ccc(cc1)S(=O)(=O)Oc1ccc(C)cc1
G_27129	NA	Cc1[nH]n(-c2ccc(cc2)S(O)(=O)=O)c(=O)c1N=Nc1cc(Cl)cc(c1C(O)=O)S(O)(=O)=O
G_27130	NA	Cc1[nH]n(-c2ccc(cc2)S(O)(=O)=O)c(=O)c1N=Nc1ccc(c(C)c1)S(=O)(=O)Nc1ccccc1
G_13523	NA	Cc1[nH]n(-c2cc(Cl)c(cc2Cl)S(O)(=O)=O)c(=O)c1N=Nc1ccc(cc1)S(O)(=O)=O
G_33723	NA	OS(=O)(=O)Oc1c([nH]c2ccc(Br)cc12)-c1sc2c(ccc3cccc(Cl)c23)c1OS(O)(=O)=O
G_45479	NA	CN1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_40089	NA	CN1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_45211	NA	CN1CCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_40090	NA	CN1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45212	NA	CN1CCC[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_13947	NA	CC1CCN(C)C1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17599	NA	C[C@H]1C[C@H](N(C)C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17594	NA	C[C@@H]1C[C@H](N(C)C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_13965	NA	CC1CCC(N1C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45213	NA	CN1C[C@H](O)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45214	NA	CO[C@@H]1C[C@H](N(C)C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17597	NA	CCO[C@@H]1C[C@H](N(C)C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17596	NA	CN1C[C@@H](C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)OCc1ccccc1
G_45215	NA	CN1C[C@H](C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)NS(C)(=O)=O
G_17600	NA	CN1C[C@H](C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)NC(C)=O
G_17601	NA	CN1C[C@@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17598	NA	CN1C[C@H](F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17591	NA	CN1CC(F)(F)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45216	NA	CN1CC[C@@H](O)C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_17595	NA	CN1CC[C@H](C[C@H]1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)OCc1ccccc1
G_40095	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45217	NA	CN1CCSCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_37600	NA	CN1CCS(=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45218	NA	CN1CCS(=O)(=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_13961	NA	CN1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_13960	NA	CN1CC(=O)N(C)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45219	NA	CN1CCNCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_15571	NA	CCN1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45220	NA	CC(C)N1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45221	NA	CN1CCN(CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)C(=O)OC(C)(C)C
G_15357	NA	CN1CCN(CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)C(C)=O
G_13982	NA	CN1CCN(C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)C(C)=O
G_15388	NA	CN1CCN(CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)C(=O)c1ccccc1
G_21764	NA	CN(C)CC(=O)N1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_19062	NA	CCNC(=O)N1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45222	NA	CN1CCN(CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)S(C)(=O)=O
G_19051	NA	CN1CCN(CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C)S(=O)(=O)c1ccccc1
G_19061	NA	CN(C)S(=O)(=O)N1CCN(C)C(C1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45486	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_45223	NA	Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)C1COCCN1
G_15578	NA	CCN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_15360	NA	CC(=O)N1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C
G_45224	NA	Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)C1COCCN1C(=O)OC(C)(C)C
G_45225	NA	CN1CCOCC1c1nc(C(=O)NCc2ccccc2)c(O)c(=O)n1C
G_34078	NA	CN1CCOCC1c1nc(C(=O)NCCc2ccccc2)c(O)c(=O)n1C
G_45226	NA	CN1CCOCC1c1nc(C(=O)NCc2ccccc2F)c(O)c(=O)n1C
G_45227	NA	CN1CCOCC1c1nc(C(=O)NCc2cccc(F)c2)c(O)c(=O)n1C
G_45228	NA	CN1CCOCC1c1nc(C(=O)NCc2cccc(Cl)c2)c(O)c(=O)n1C
G_45229	NA	CN1CCOCC1c1nc(C(=O)NCc2cccc(Br)c2)c(O)c(=O)n1C
G_34122	NA	COc1cccc(CNC(=O)c2nc(C3COCCN3C)n(C)c(=O)c2O)c1
G_45230	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)c(F)c2)c(O)c(=O)n1C
G_45231	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)c(C)c2)c(O)c(=O)n1C
G_45232	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)c(Cl)c2)c(O)c(=O)n1C
G_45233	NA	CN1CCOCC1c1nc(C(=O)NCc2ccc(F)c(Br)c2)c(O)c(=O)n1C
G_40091	NA	Oc1c(nc[nH]c1=O)C(=O)NCc1ccc(F)cc1
G_18380	NA	CC(N(C)C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_37058	NA	CN(C)C1CCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_37383	NA	CN(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_12471	NA	CN(C)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38405	NA	Oc1c(nc2C(CCCn2c1=O)N1CCCC1)C(=O)NCc1ccc(F)cc1
G_38406	NA	Oc1c(nc2C(CCCn2c1=O)N1CCCCC1)C(=O)NCc1ccc(F)cc1
G_38381	NA	Oc1c(nc2C(CCCn2c1=O)N1CCOCC1)C(=O)NCc1ccc(F)cc1
G_38382	NA	Oc1c(nc2C(CCCCn2c1=O)N1CCOCC1)C(=O)NCc1ccc(F)cc1
G_37449	NA	CN(Cc1ccccc1)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_12488	NA	CN(Cc1ccccc1)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38383	NA	Oc1c(nc2CCCn2c1=O)C(=O)NCc1ccc(F)cc1
G_38384	NA	Oc1c(nc2CCCCn2c1=O)C(=O)NCc1ccc(F)cc1
G_38385	NA	Oc1c(nc2CCCCCn2c1=O)C(=O)NCc1ccc(F)cc1
G_38386	NA	CN(C1CCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(C)=O
G_38387	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(C)=O
G_38388	NA	CN(C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(C)=O
G_37354	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(=O)C(F)F
G_38389	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(=O)Cn1cccn1
G_17176	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(=O)c1nc2ncccn2n1
G_37448	NA	CN(C)S(=O)(=O)CC(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_7051	NA	CN(C)S(=O)(=O)CC(=O)N(C)[C@@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_7054	NA	CN(C)S(=O)(=O)CC(=O)N(C)[C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38390	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(=O)CS(C)(=O)=O
G_38391	NA	CN(C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)C(=O)CS(C)(=O)=O
G_38392	NA	CS(=O)(=O)CC(=O)NC1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38393	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(C)(=O)=O
G_38394	NA	CN(C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(C)(=O)=O
G_38395	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)c1c(C)nn(C)c1C
G_37202	NA	CN(C)S(=O)(=O)N(C)C1CCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_37447	NA	CN(C)S(=O)(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_7050	NA	CN(C)S(=O)(=O)N(C)[C@@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_7053	NA	CN(C)S(=O)(=O)N(C)[C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_12484	NA	CN(C)S(=O)(=O)N(C)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38396	NA	CN1CCCN(C2CCCn3c2nc(C(=O)NCc2ccc(F)cc2)c(O)c3=O)S1(=O)=O
G_38397	NA	CN1CCCN(C2CCCCn3c2nc(C(=O)NCc2ccc(F)cc2)c(O)c3=O)S1(=O)=O
G_38398	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCCC1
G_38399	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCCCC1
G_38400	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCOCC1
G_38401	NA	CN(C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCN(C)CC1
G_7052	NA	CN([C@@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCN(C)CC1
G_7055	NA	CN([C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O)S(=O)(=O)N1CCN(C)CC1
G_38402	NA	CN(C)C(=O)C(=O)N(C)C1CCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38403	NA	CN(C)C(=O)C(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38377	NA	CN(C)C(=O)C(=O)N(C)[C@@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38379	NA	CN(C)C(=O)C(=O)N(C)[C@H]1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38404	NA	CN(C)C(=O)C(=O)N(C)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38378	NA	CN(C)C(=O)C(=O)N(C)[C@@H]1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_38380	NA	CN(C)C(=O)C(=O)N(C)[C@H]1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O
G_39526	NA	Oc1c(nc([nH]c1=O)-c1cccs1)C(=O)NCc1ccccc1
G_39527	NA	Oc1c(nc([nH]c1=O)-c1cccs1)C(=O)NCc1ccc(F)cc1
G_39528	NA	Cc1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_39529	NA	Oc1c(nc([nH]c1=O)-c1ccccc1)C(=O)NCc1ccccc1
G_20321	NA	Oc1c(nc(Cc2ccccc2)[nH]c1=O)C(=O)NCc1ccc(F)cc1
G_18316	NA	CN(C)C(c1ccccc1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_18317	NA	CN(C)Cc1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_18577	NA	CN(C)C(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)[nH]1
G_21637	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1
G_39082	NA	COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
G_28450	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)Oc3ccc(SC)cc3)c2c1
G_31398	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)Oc3ccc(F)cc3)c2c1
G_39104	NA	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)Oc3cccnc3)c2c1
G_17403	NA	Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl
G_17402	NA	CNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl
G_38684	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCCCl)c1Cl
G_17398	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCO)c1Cl
G_17399	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCOc2ccccc2)c1Cl
G_38922	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccccc2)c1Cl
G_17401	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccc(cc2)[N+]([O-])=O)c1Cl
G_17400	NA	Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCc2ccccc2)c1Cl
G_38683	NA	COC(=O)CNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl
